image_id,predicted_label
857,71
858,71
859,71
860,00
861,00
862,23
863,30
864,30
865,30
866,30
867,30
868,30
869,30
870,30
871,30
872,30
873,30
874,30
875,30
876,30
877,30
878,30
879,30
880,00
881,00
882,23
883,23
884,23
885,23
886,23
887,23
888,23
889,23
890,23
891,23
892,23
893,23
894,71
895,71
896,71
897,71
898,71
899,71
900,00
901,00
902,23
903,30
904,30
905,30
906,30
907,30
908,30
909,30
910,60
911,60
912,60
913,60
914,71
915,71
916,71
917,71
918,71
919,71
920,00
921,00
922,23
923,30
924,30
925,30
926,30
927,30
928,30
929,30
930,60
931,60
932,60
933,60
934,71
935,71
936,71
937,71
938,71
939,71
940,00
941,00
942,23
943,23
944,23
945,23
946,23
947,23
948,23
949,23
950,60
951,60
952,60
953,60
954,60
955,60
956,60
957,60
958,60
959,60
960,00
961,00
962,23
963,30
964,30
965,30
966,30
967,30
968,30
969,30
970,30
971,30
972,30
973,30
974,30
975,30
976,30
977,30
978,30
979,30
980,00
981,10
982,23
983,23
984,23
985,23
986,23
987,23
988,23
989,23
990,23
991,23
992,23
993,23
994,71
995,71
996,71
997,71
998,71
999,71
1000,00
1001,10
1002,23
1003,23
1004,23
1005,23
1006,23
1007,23
1008,23
1009,23
1010,60
1011,60
1012,60
1013,60
1014,71
1015,71
1016,71
1017,71
1018,71
1019,71
1020,00
1021,00
1022,23
1023,30
1024,30
1025,30
1026,30
1027,30
1028,30
1029,30
1030,60
1031,60
1032,60
1033,60
1034,60
1035,60
1036,60
1037,60
1038,60
1039,60
1040,00
1041,10
1042,23
1043,23
1044,23
1045,23
1046,23
1047,23
1048,23
1049,23
1050,60
1051,60
1052,60
1053,60
1054,71
1055,71
1056,71
1057,71
1058,71
1059,71
1060,00
1061,00
1062,23
1063,30
1064,30
1065,30
1066,30
1067,30
1068,30
1069,30
1070,60
1071,60
1072,60
1073,60
1074,71
1075,71
1076,71
1077,71
1078,71
1079,71
1080,00
1081,00
1082,23
1083,30
1084,30
1085,30
1086,30
1087,30
1088,30
1089,30
1090,60
1091,60
1092,60
1093,60
1094,60
1095,60
1096,60
1097,60
1098,60
1099,60
1100,00
1101,00
1102,23
1103,23
1104,23
1105,23
1106,23
1107,23
1108,23
1109,23
1110,60
1111,60
1112,60
1113,60
1114,71
1115,71
1116,71
1117,71
1118,71
1119,71
1120,00
1121,00
1122,23
1123,30
1124,30
1125,30
1126,30
1127,30
1128,30
1129,30
1130,60
1131,60
1132,60
1133,60
1134,71
1135,71
1136,71
1137,71
1138,71
1139,71
1140,00
1141,00
1142,23
1143,30
1144,30
1145,30
1146,30
1147,30
1148,30
1149,30
1150,60
1151,60
1152,60
1153,60
1154,71
1155,71
1156,71
1157,71
1158,71
1159,71
1160,00
1161,10
1162,23
1163,23
1164,23
1165,23
1166,23
1167,23
1168,23
1169,23
1170,60
1171,60
1172,60
1173,60
1174,60
1175,60
1176,60
1177,60
1178,60
1179,60
1180,00
1181,00
1182,23
1183,30
1184,30
1185,30
1186,30
1187,30
1188,30
1189,30
1190,30
1191,30
1192,30
1193,30
1194,71
1195,71
1196,71
1197,71
1198,71
1199,71
1200,00
1201,00
1202,23
1203,23
1204,23
1205,23
1206,23
1207,23
1208,23
1209,23
1210,60
1211,60
1212,60
1213,60
1214,60
1215,60
1216,60
1217,60
1218,60
1219,60
1220,00
1221,00
1222,23
1223,30
1224,30
1225,30
1226,30
1227,30
1228,30
1229,30
1230,60
1231,60
1232,60
1233,60
1234,71
1235,71
1236,71
1237,71
1238,71
1239,71
1240,00
1241,00
1242,23
1243,30
1244,30
1245,30
1246,30
1247,30
1248,30
1249,30
1250,60
1251,60
1252,60
1253,60
1254,60
1255,60
1256,60
1257,60
1258,60
1259,60
1260,00
1261,10
1262,23
1263,30
1264,30
1265,30
1266,30
1267,30
1268,30
1269,30
1270,60
1271,60
1272,60
1273,60
1274,60
1275,60
1276,60
1277,60
1278,60
1279,60
1280,00
1281,00
1282,23
1283,23
1284,23
1285,23
1286,23
1287,23
1288,23
1289,23
1290,23
1291,23
1292,23
1293,23
1294,71
1295,71
1296,71
1297,71
1298,71
1299,71
1300,00
1301,00
1302,23
1303,30
1304,30
1305,30
1306,30
1307,30
1308,30
1309,30
1310,60
1311,60
1312,60
1313,60
1314,60
1315,60
1316,60
1317,60
1318,60
1319,60
1320,00
1321,00
1322,23
1323,30
1324,30
1325,30
1326,30
1327,30
1328,30
1329,30
1330,60
1331,60
1332,60
1333,60
1334,60
1335,60
1336,60
1337,60
1338,60
1339,60
1340,00
1341,10
1342,23
1343,23
1344,23
1345,23
1346,23
1347,23
1348,23
1349,23
1350,60
1351,60
1352,60
1353,60
1354,71
1355,71
1356,71
1357,71
1358,71
1359,71
1360,00
1361,00
1362,23
1363,30
1364,30
1365,30
1366,30
1367,30
1368,30
1369,30
1370,30
1371,30
1372,30
1373,30
1374,71
1375,71
1376,71
1377,71
1378,71
1379,71
1380,00
1381,00
1382,23
1383,30
1384,30
1385,30
1386,30
1387,30
1388,30
1389,30
1390,60
1391,60
1392,60
1393,60
1394,71
1395,71
1396,71
1397,71
1398,71
1399,71
1400,00
1401,10
1402,23
1403,30
1404,30
1405,30
1406,30
1407,30
1408,30
1409,30
1410,30
1411,30
1412,30
1413,30
1414,30
1415,30
1416,30
1417,30
1418,30
1419,30
1420,00
1421,00
1422,23
1423,30
1424,30
1425,30
1426,30
1427,30
1428,30
1429,30
1430,30
1431,30
1432,30
1433,30
1434,71
1435,71
1436,71
1437,71
1438,71
1439,71
1440,00
1441,00
1442,23
1443,30
1444,30
1445,30
1446,30
1447,30
1448,30
1449,30
1450,60
1451,60
1452,60
1453,60
1454,60
1455,60
1456,60
1457,60
1458,60
1459,60
1460,00
1461,00
1462,23
1463,30
1464,30
1465,30
1466,30
1467,30
1468,30
1469,30
1470,30
1471,30
1472,30
1473,30
1474,30
1475,30
1476,30
1477,30
1478,30
1479,30
1480,00
1481,00
1482,23
1483,23
1484,23
1485,23
1486,23
1487,23
1488,23
1489,23
1490,23
1491,23
1492,23
1493,23
1494,23
1495,23
1496,23
1497,23
1498,23
1499,23
1500,00
1501,10
1502,23
1503,30
1504,30
1505,30
1506,30
1507,30
1508,30
1509,30
1510,60
1511,60
1512,60
1513,60
1514,60
1515,60
1516,60
1517,60
1518,60
1519,60
1520,00
1521,00
1522,23
1523,30
1524,30
1525,30
1526,30
1527,30
1528,30
1529,30
1530,30
1531,30
1532,30
1533,30
1534,30
1535,30
1536,30
1537,30
1538,30
1539,30
1540,00
1541,00
1542,23
1543,23
1544,23
1545,23
1546,23
1547,23
1548,23
1549,23
1550,23
1551,23
1552,23
1553,23
1554,71
1555,71
1556,71
1557,71
1558,71
1559,71
1560,00
1561,00
1562,23
1563,30
1564,30
1565,30
1566,30
1567,30
1568,30
1569,30
1570,60
1571,60
1572,60
1573,60
1574,71
1575,71
1576,71
1577,71
1578,71
1579,71
1580,00
1581,00
1582,23
1583,30
1584,30
1585,30
1586,30
1587,30
1588,30
1589,30
1590,60
1591,60
1592,60
1593,60
1594,60
1595,60
1596,60
1597,60
1598,60
1599,60
1600,00
1601,00
1602,23
1603,30
1604,30
1605,30
1606,30
1607,30
1608,30
1609,30
1610,60
1611,60
1612,60
1613,60
1614,71
1615,71
1616,71
1617,71
1618,71
1619,71
1620,00
1621,00
1622,23
1623,23
1624,23
1625,23
1626,23
1627,23
1628,23
1629,23
1630,23
1631,23
1632,23
1633,23
1634,71
1635,71
1636,71
1637,71
1638,71
1639,71
1640,00
1641,10
1642,23
1643,30
1644,30
1645,30
1646,30
1647,30
1648,30
1649,30
1650,30
1651,30
1652,30
1653,30
1654,30
1655,30
1656,30
1657,30
1658,30
1659,30
1660,00
1661,10
1662,23
1663,23
1664,23
1665,23
1666,23
1667,23
1668,23
1669,23
1670,23
1671,23
1672,23
1673,23
1674,71
1675,71
1676,71
1677,71
1678,71
1679,71
1680,00
1681,00
1682,00
1683,00
1684,00
1685,00
1686,00
1687,00
1688,00
1689,00
1690,60
1691,60
1692,60
1693,60
1694,71
1695,71
1696,71
1697,71
1698,71
1699,71
1700,00
1701,00
1702,00
1703,00
1704,00
1705,00
1706,00
1707,00
1708,00
1709,00
1710,00
1711,00
1712,00
1713,00
1714,00
1715,00
1716,00
1717,00
1718,00
1719,00
1720,00
1721,00
1722,23
1723,23
1724,23
1725,23
1726,23
1727,23
1728,23
1729,23
1730,60
1731,60
1732,60
1733,60
1734,60
1735,60
1736,60
1737,60
1738,60
1739,60
1740,00
1741,00
1742,23
1743,30
1744,30
1745,30
1746,30
1747,30
1748,30
1749,30
1750,30
1751,30
1752,30
1753,30
1754,71
1755,71
1756,71
1757,71
1758,71
1759,71
1760,00
1761,00
1762,23
1763,23
1764,23
1765,23
1766,23
1767,23
1768,23
1769,23
1770,60
1771,60
1772,60
1773,60
1774,71
1775,71
1776,71
1777,71
1778,71
1779,71
1780,00
1781,00
1782,23
1783,23
1784,23
1785,23
1786,23
1787,23
1788,23
1789,23
1790,23
1791,23
1792,23
1793,23
1794,23
1795,23
1796,23
1797,23
1798,23
1799,23
1800,00
1801,00
1802,23
1803,23
1804,23
1805,23
1806,23
1807,23
1808,23
1809,23
1810,60
1811,60
1812,60
1813,60
1814,60
1815,60
1816,60
1817,60
1818,60
1819,60
1820,00
1821,00
1822,23
1823,23
1824,23
1825,23
1826,23
1827,23
1828,23
1829,23
1830,23
1831,23
1832,23
1833,23
1834,71
1835,71
1836,71
1837,71
1838,71
1839,71
1840,00
1841,00
1842,23
1843,30
1844,30
1845,30
1846,30
1847,30
1848,30
1849,30
1850,60
1851,60
1852,60
1853,60
1854,71
1855,71
1856,71
1857,71
1858,71
1859,71
1860,00
1861,00
1862,23
1863,23
1864,23
1865,23
1866,23
1867,23
1868,23
1869,23
1870,23
1871,23
1872,23
1873,23
1874,23
1875,23
1876,23
1877,23
1878,23
1879,23
1880,00
1881,10
1882,23
1883,23
1884,23
1885,23
1886,23
1887,23
1888,23
1889,23
1890,60
1891,60
1892,60
1893,60
1894,71
1895,71
1896,71
1897,71
1898,71
1899,71
1900,00
1901,10
1902,23
1903,30
1904,30
1905,30
1906,30
1907,30
1908,30
1909,30
1910,30
1911,30
1912,30
1913,30
1914,71
1915,71
1916,71
1917,71
1918,71
1919,71
1920,00
1921,00
1922,23
1923,30
1924,30
1925,30
1926,30
1927,30
1928,30
1929,30
1930,60
1931,60
1932,60
1933,60
1934,71
1935,71
1936,71
1937,71
1938,71
1939,71
1940,00
1941,00
1942,23
1943,30
1944,30
1945,30
1946,30
1947,30
1948,30
1949,30
1950,60
1951,60
1952,60
1953,60
1954,71
1955,71
1956,71
1957,71
1958,71
1959,71
1960,00
1961,00
1962,23
1963,23
1964,23
1965,23
1966,23
1967,23
1968,23
1969,23
1970,60
1971,60
1972,60
1973,60
1974,60
1975,60
1976,60
1977,60
1978,60
1979,60
1980,00
1981,10
1982,23
1983,30
1984,30
1985,30
1986,30
1987,30
1988,30
1989,30
1990,60
1991,60
1992,60
1993,60
1994,60
1995,60
1996,60
1997,60
1998,60
1999,60
